area,page,mapverify,final,verdict,endpoints,tables,gap,adv_reason
BPM & Approvals,blueprints,LIVE,LIVE,CONFIRMED,GET /v1/blueprint-variants?limit=200 | GET /v1/blueprint-families?limit=200,sys.sys_blueprint_variants | sys.sys_blueprint_families,"La colonna 'Industry' del web legge fam?.industryCode, ma lo schema/repo blueprint-families NON espone industryCode (toFam non ritorna quel campo; il dato vive in blueprint_family_metadata->>'industry_code' che è VUOTO). Quindi la colonna Industry mostra sempre N/A. È un gap di display frontend + metadata vuoto, non un buco della tabella di backing. Catalogo minimo: 1 sola famiglia / 1 sola variant.","No mock/initialData/placeholderData anywhere. apps/web/.../blueprints/page.tsx:50-57 fetches /v1/blueprint-families + /v1/blueprint-variants via useQuery→apiFetch only. Variants repo listVariants (blueprint-variants/repository.ts:39-55) has NO tenant filter (global catalog), only optional familyId/sizeBandId/search → returns the 1 real variant. psql: sys_blueprint_variants=1 (REGIONAL_RETAIL_BANK_MEDIUM / 'Regional Retail Bank (Medium)', family_id b6e81585 linked to FIN_BANKING), sys_blueprint_families=1. name+code+family render real. CAVEAT (stronger than auditor): the Industry column is GUARDRAIL_OR_DERIVED — page.tsx:62 reads fam?.industryCode but toFam() in blueprint-families/repository.ts:23-30 returns 'metadata' and NEVER an industryCode field; metadata jsonb = {} (psql: industry_code/industry both NULL) → column is permanently N/A. This is one broken display column on top of a genuinely live table; net page = LIVE (real name/code/family rendered, not empty-state). Catalog is minimal: 1 family / 1 variant."
BPM & Approvals,blueprints/[variantId],PARTIAL,PARTIAL,CONFIRMED,GET /v1/blueprint-variants/{id} | GET /v1/blueprint-processes?variantId={id}&limit=200 | GET /v1/blueprint-activations?variantId={id}&limit=200 | GET /v1/content-blueprint-links/by-variant?variantId={id},sys.sys_blueprint_variants | sys.sys_blueprint_process_registry | sys.sys_blueprint_activations | sys.sys_content_blueprint_links | sys.sys_content_documents,"Mix nello stesso page: Processes LIVE (23), Activations EMPTY (0 righe in tutto il sistema → la funzione 'attiva un blueprint per tenant' non è mai stata usata/seedata), Documentation con 1 solo link che è un leftover E2E ('ZZZ Link E2E ...', draft), non contenuto curato. Tab Activations e Documentation non mostrerebbero dati di valore reale.","No mock in page. Three tabs verified independently via psql + repo filter inspection. Processes tab: blueprint-processes/repository.ts:44 filters by variantId correctly; psql sys_blueprint_process_registry=23 (name_nn/code_nn/ord_nn all 23, optional=0, 1 distinct variant) → LIVE (23 real rows). Activations tab: blueprint-activations/repository.ts:49-56 tenant+variant scoped; psql sys_blueprint_activations count=0 total AND GROUP BY tenant returns 0 rows → EMPTY (the 'activate blueprint per tenant' flow was never used/seeded). Documentation tab: psql JOIN content_blueprint_links→content_documents→process_registry returns exactly 1 row: document_title='ZZZ Link E2E 1780970642672', kind=article, status=draft, tenant RTL (86ba7a65) → an E2E test leftover, not curated content. Mix LIVE(processes)+EMPTY(activations)+E2E-artifact(docs) = PARTIAL, exactly as the auditor reported."
BPM & Approvals,processes,LIVE,LIVE,CONFIRMED,GET /v1/blueprint-processes?limit=200,sys.sys_blueprint_process_registry,Tutti i 23 processi appartengono all'unica variant esistente; nessuno è marcato optional (colonna 'Optional' sempre 'No'). Copertura catalogo BPM ancora minima (1 variant).,"No mock/initialData. processes/page.tsx:40-43 fetches /v1/blueprint-processes?limit=200 via useQuery→apiFetch. listProcesses (blueprint-processes/repository.ts:44-52) applies NO filter when none passed → returns all rows. psql sys_blueprint_process_registry: count=23, name_nn=23, code_nn=23, ord_nn=23, optional_cnt=0, 1 distinct variant. Page (DataTablePanel) renders 23 real processes with ordinal/code/name. Catalog minimal (all 23 belong to the single existing variant, all 'Optional=No') but the data is genuinely live."
BPM & Approvals,approvals,EMPTY,EMPTY,CONFIRMED,GET /v1/approvals?status=&limit=200 | GET /v1/users?limit=200 (picker approvatori) | POST /v1/approvals (mutation create),sys.sys_approval_requests | sys.sys_approval_steps | sys.sys_users,Nessuna approval request seedata in tutto il DB → la lista è vuota e la pagina mostra solo empty-state + form di creazione. Solo il form (lista utenti) è alimentato da dati reali; il dato di dominio (richieste/step) è a 0.,"Approvals list reads sys.sys_approval_requests (approvals/repository.ts REQ_COLS:70-74 confirm correct table) under a ScopeFilter (PLATFORM_ADMIN cross-tenant). psql sys_approval_requests=0 and sys_approval_steps=0 (exact counts, not estimates). Searched for any alternative populated source per the upgrade rule: the only other approval table sys_seed_approval_decisions is ALSO 0 rows → NO UPGRADE available. Domain data (requests/steps) is genuinely 0 system-wide → table shows only empty-state. The approver picker IS live (page.tsx:59-62 /v1/users?limit=200; psql sys_users=162, displayName non-NULL), and the create form is real-endpoint POST (no stub), but the page's domain payload is empty."
BPM & Approvals,approvals/[id],EMPTY,EMPTY,CONFIRMED,GET /v1/approvals/{id} | GET /v1/me (currentUser) | POST /v1/approvals/{id}/steps/{stepId}/decide (mutation) | POST /v1/approvals/{id}/apply (mutation),sys.sys_approval_requests | sys.sys_approval_steps | sys.sys_users,Pagina di dettaglio non raggiungibile con dati reali perché non esiste alcuna approval request nel DB. Tutta la catena decide/apply/step-ledger è codice live ma privo di dati di backing.,"Detail page (approvals/[id]/page.tsx:33-37) fetches /v1/approvals/{id} via useQuery→apiFetch, no mock/initialData. Same backing tables as /approvals: psql sys_approval_requests=0 and sys_approval_steps=0 confirmed (and no alternative source — sys_seed_approval_decisions=0). No real approvalRequestId exists to open → any id yields notFound/empty. The decide/apply/step-ledger chain (JOIN to sys_users for approverName) is live code but has zero data to render. No UPGRADE possible."
Content & Inbox & Handbook,content,PARTIAL,PARTIAL,CONFIRMED,GET /v1/content | GET /v1/content/categories | GET /v1/content/search | POST /v1/content | POST /v1/content/categories | DELETE /v1/content/categories/:id,sys.sys_content_documents | sys.sys_content_categories,"List table + FTS search render live rows (121 docs, FTS works), so the page is NOT empty-state. But: (a) sys_content_categories=0 rows -> Categories card, category filter and category column all show empty/—; document_category_id is 100% NULL. (b) The entire 121-doc corpus is E2E-test leftover (all titles bracketed/test/e2e, 0 published, 109 archived) -> no curated business content; an admin sees a table of synthetic test docs, not a real knowledge base.","No mock/static data: page.tsx (apps/web/src/app/(authenticated)/content/page.tsx) uses three live useQuery+apiFetch calls (L91-112: GET /v1/content, /v1/content/categories, /v1/content/search) with NO initialData/placeholderData; rows come from docs.data?.items ?? [] (L423). API content/repository.ts listDocuments() (L233) filters document_tenant_id only, NO status filter -> admin sees all statuses (auditor correct). psql re-run (tenant RTL=86ba7a65-217f-48ba-8ce5-5c09b40a66b0) confirms EXACTLY: status breakdown archived 109 / draft 11 / in_review 1 / published 0 (total 121); completeness body 121/121, document_search_tsv 121/121, document_category_id 0/121 (100% NULL); FTS websearch_to_tsquery('simple','policy') = 3 hits; categories RTL=0 AND global=0; title classification test-like 121 / other 0 (every title e.g. '[me-media-it] ESS media doc'). List table + FTS render live rows so not full empty-state, BUT categories card/filter/column always empty (0 rows, cat_id 100% NULL) and the entire 121-doc corpus is E2E-test leftover (0 published, 109 archived, all bracketed titles). PARTIAL is exact."
Content & Inbox & Handbook,content/[id],PARTIAL,PARTIAL,CONFIRMED,GET /v1/content/:id | GET /v1/content/:id/versions | POST /v1/content/:id/versions/:vid/restore | GET /v1/content-blueprint-links/by-document | POST/DELETE /v1/content-blueprint-links | GET /v1/content/:id/media (media-routes),sys.sys_content_documents | sys.sys_content_versions | sys.sys_content_blueprint_links | sys.sys_content_media | sys.sys_blueprint_process_registry,"Version-history table is fully LIVE (132 versions, bodies populated, covers all 121 docs) and the edit form is fed by a real document. But the Media panel is backed by sys_content_media which is empty GLOBALLY (0 rows) -> always empty, and Blueprint-links has exactly 1 row in the whole DB -> links list is empty for ~every document. Same caveat as the list: the documents themselves are test artifacts.","No mock: content/[id]/page.tsx uses 5 live useQuery+apiFetch (L62-82: detail, versions, categories, content-blueprint-links/by-document, blueprint-processes) + ContentMediaPanel; no initialData anywhere; version table fed by versions.data?.items ?? [] (L459). psql re-run confirms EXACTLY: sys_content_versions WHERE version_tenant_id=RTL => 132 total / body 132 non-null / 121 distinct docs (every doc has >=1 bodied version) -> version-history table fully LIVE. Media: JOIN sys_content_media on media_document_id (column verified to exist) => RTL 0 AND global 0 -> Media panel ALWAYS empty. Blueprint-links: JOIN on link_document_id (column verified) => RTL 1 AND global 1 -> links list empty for ~every doc. Could not refute: PARTIAL is exact (versions live, media dead globally, links 1-row DB-wide)."
Content & Inbox & Handbook,me/handbook,EMPTY,EMPTY,CONFIRMED,GET /v1/me/content,sys.sys_content_documents,"Source query returns 0 rows for RTL because there are zero published documents (109 archived, 11 draft, 1 in_review). The ESS handbook list always renders the empty-state regardless of login persona.","No mock: handbook/page.tsx L21-24 single live useQuery+apiFetch GET /v1/me/content?limit=200; rows = docs.data?.items ?? []. me consumes content/service.ts (L156-160) -> repo.listPublishedForTenant() which hard-filters document_status='published' AND effective/expires window (repository.ts L529-545, verified verbatim). psql re-run: published RTL with effective window = 0 (matches status breakdown: 0 published in RTL). ADVERSARIAL CHECK for an alternative populated source the auditor might have missed: SELECT document_tenant_id,count(*) WHERE document_status='published' GROUP BY 1 over the WHOLE DB returns ZERO ROWS -> there is NO published document in ANY tenant globally, and /v1/me/content is tenant-scoped anyway. No UPGRADE possible: the ESS handbook list renders the empty-state for every persona. EMPTY is a genuine gap."
Content & Inbox & Handbook,me/handbook/[id],EMPTY,EMPTY,CONFIRMED,GET /v1/me/content/:id | GET /v1/me/content/:id/media,sys.sys_content_documents | sys.sys_content_versions | sys.sys_content_media,"Unreachable for real users: there is no published document to open (published count = 0), so every /me/handbook/:id resolves to not-found. Media/attachments table is empty globally too.","No mock: handbook/[id]/page.tsx L45-54 two live useQuery+apiFetch GET /v1/me/content/:id + /v1/me/content/:id/media (media enabled only on detail.isSuccess). me path uses content/repository.ts findPublishedByIdForTenant() => WHERE document_status='published' AND effective window (L547-555, verified verbatim). With 0 published RTL docs AND 0 published globally (psql above), no document id is reachable -> endpoint 404 -> page shows handbook.notFound (L56-65). Media source sys_content_media = 0 rows globally (psql, column media_document_id verified) -> attachments never render even if a doc were published. Unreachable for real users. EMPTY confirmed, no alternative source -> no UPGRADE."
Content & Inbox & Handbook,me/inbox,PARTIAL,PARTIAL,CONFIRMED,GET /v1/me/inbox | PATCH /v1/me/inbox/:notificationId | POST /v1/approvals/:reqId/steps/:stepId/decide,sys.sys_inbox_notifications,"Table is genuinely populated (50 real UNREAD notifications, all fields set), so the feature is wired live. BUT it is per-user and spread 1-per-user across 50 RTL users: the canonical login persona admin@heuresys.com has 0 -> sees empty-state; of the 5 seeded personas only tommaso.fiore has a single notification. The inline pending-approvals sub-panel reads resource_type='APPROVAL_STEP' of which there are 0 rows DB-wide -> that sub-panel never renders. So a typical E2E login surfaces an empty or near-empty inbox and never the approvals workflow.","No mock: me/inbox/page.tsx L78-85 single live useQuery+apiFetch GET /v1/me/inbox (poll 30s), no initialData; events mapped from inbox.data?.items (L103). me/repository.ts listInbox (L664) SELECTs sys_inbox_notifications WHERE notification_user_id=$1 (PER-USER from actor.userId, no URL param; verified). psql re-run confirms EXACTLY: 50 total / 50 distinct users (1-per-user), all 50 UNREAD, field completeness subject/body/action_url/priority all 50/50, priority all MEDIUM. Per seeded persona: admin@heuresys.com 0, federica 0, paolo 0, antonio 0, tommaso.fiore 1 -> canonical login admin sees empty-state. Feed is genuinely LIVE (real per-user notifications) so feature is wired -> PARTIAL correct. ADDITIONAL adversarial finding STRENGTHENING the PARTIAL (auditor cited only APPROVAL_STEP=0): the inline approvals sub-panel (page L95-97) requires resourceType==='APPROVAL_STEP' AND approvalRequestId(actionUrl) matching /\/approvals\/.../. psql: ALL 50 rows have resource_type='SKILL' (0 APPROVAL_STEP) AND every action_url begins with /me/... (split_part seg2='me' x50, e.g. tommaso's '/me/gaps') which the /approvals/ regex can NEVER match -> the approvals sub-panel is dead for TWO independent reasons, never renders. Still PARTIAL (feed live, approvals workflow surface absent)."
Visualizations & Org-network,visualizations,LIVE,LIVE,CONFIRMED,GET /v1/visualization-graphs?limit=200 | GET /v1/visualization-graphs/summary,sys.sys_visualization_graphs,"Only 1 graph exists for RTL (a single ORG_CHART). Table + donut render with real data, but the catalog is minimal — the type-distribution donut has a single slice. Not an empty-state.","Data chain is fully live, no mock/placeholder. page.tsx (apps/web/src/app/(authenticated)/visualizations/page.tsx) uses two useQuery -> apiFetch('/v1/visualization-graphs?limit=200') and ('/v1/visualization-graphs/summary'); NO initialData/placeholderData/mock anywhere (grep over page + _charts-client returned NONE FOUND; apiFetch (lib/api/fetch.ts) throws typed errors on failure, never falls back to static data). Service (visualization-graphs/service.ts:19-26) tenant-scopes: list/typeSummary pass tenantId=actor.tenantId for non-platform; repository.ts listGraphs() (raw param SQL on sys.sys_visualization_graphs) and getTypeDistribution() (GROUP BY graph_type). psql LIVE on the real tenant (sys.sys_tenancies confirms 86ba7a65-217f-48ba-8ce5-5c09b40a66b0 = tenant_code RTL_BANK, ACTIVE): SELECT * FROM sys.sys_visualization_graphs returns exactly 1 row -> graph_code RTL_ORG_CHART, graph_type ORG_CHART, graph_is_active=t, tenant 86ba. Type-distribution GROUP BY -> ORG_CHART:1 (total=1>0 so donut renders one slice). The auditor's claim graphs_rtl=1/active=1 reproduces exactly. The minimal catalog (1 ORG_CHART) is a real-data thinness, not an empty-state or a fake; table + donut + count badge all render real values."
Visualizations & Org-network,visualizations/[graphId],LIVE,LIVE,CONFIRMED,GET /v1/visualization-graphs/:id | GET /v1/visualization-nodes?graphId=..&limit=500 | GET /v1/visualization-edges?graphId=..&limit=500,sys.sys_visualization_graphs | sys.sys_visualization_nodes | sys.sys_visualization_edges,Detail page is only reachable for the single existing graph (RTL_ORG_CHART); any other graphId 404s. For that graph all data is fully populated and connected.,"Detail page (visualizations/[graphId]/page.tsx) fires 3 useQuery -> apiFetch /v1/visualization-graphs/:id + /v1/visualization-nodes?graphId=..&limit=500 + /v1/visualization-edges?graphId=..&limit=500. No mock/initialData (grep NONE FOUND). nodes/edges repositories (visualization-nodes/repository.ts listNodes, visualization-edges/repository.ts listEdges) are raw param SQL JOINing sys.sys_visualization_graphs for tenant-scope + filtering n.node_graph_id/e.edge_graph_id = $graphId -> the correct table IS read. Mermaid (page.tsx:88-102) builds flowchart from nodes.items, keeping an edge only if nodeMap.has(source)&&has(target). psql LIVE on graphId 325ecb42-a79f-4426-93d2-263dc3584ade: nodes=158 (node_label 0 NULL, node_source_entity_type 0 NULL); edges=157 (edge_type 0 NULL). Edge-resolution drop test via LEFT JOIN on sys_visualization_nodes: total_edges=157, src_orphan=0, tgt_orphan=0 -> every edge resolves both endpoints, so all 157 draw (UI cap 50 nodes/200 edges). Node/edge count cards show real 158/157. Every auditor number reproduced exactly. Detail reachable only for the single existing graph (any other id 404s via service.getById NotFoundError) but for THAT graph the data is fully populated and connected."
Visualizations & Org-network,analytics/org-network,LIVE,LIVE,CONFIRMED,GET /v1/analytics/org-network,sys.sys_positions | sys.sys_organization_units,"Charts are derived at runtime from sys_positions hierarchy (no dedicated backing table) but the source is fully populated for RTL. PLATFORM scope = all tenants (TRUE); only RTL is populated, so any other tenant scope would be empty.","page.tsx (analytics/org-network/page.tsx:113-116) single useQuery -> apiFetch('/v1/analytics/org-network'); no mock/initialData (grep NONE FOUND); palette consts are CSS-var refs (hsl(var(--palette-N))), not data. Route (analytics/routes.ts:90-95) -> service.orgNetwork(actor) (service.ts:183-198) -> buildScope (PLATFORM/TENANT/TEAM, mirrors dashboard) -> repo.getOrgNetwork() which is WITH RECURSIVE scoped CTE over sys.sys_positions (position_reports_to_position_id self-ref) LEFT JOIN sys.sys_organization_units for OU label; derives totals/roots/managers/avgSpan/byDepth/topSpan/topReach at runtime. psql base for RTL: positions_rtl=158, has_reportsto=157, has_ou=157, plus 23 OUs. Re-ran the literal recursive CTEs at TENANT scope (tenant 86ba RTL_BANK): total=158, roots=1, managers=27, avg_span=5.81, maxDepth=4; byDepth depth0:1/1:6/2:21/3:129/4:1 (5 buckets -> depth bar renders); topSpan max=7 direct reports (Bank Manager/Financial Analyst x2/Investment Advisor x2/Risk Analyst) -> topSpan.length>0; topReach CEO=157 then IT Director 31/CRO 30/Head Commercial 30/Finance Dir 30 -> topReach.length>0. hasData (totalPositions>0) TRUE -> all 5 StatsCards + depth/span/reach charts render real data, neither empty-state fires. PLATFORM scope sanity: 162 positions across 2 tenants (RTL 158 + Heuresys 4), so PLATFORM_ADMIN also sees a populated chart. Charts are runtime-derived from sys_positions (no dedicated backing table) but the source is fully populated; every auditor number reproduced exactly."
Admin & System & Tenants,dashboard,LIVE,LIVE,CONFIRMED,GET /v1/dashboard/widgets,sys.sys_users | sys.sys_positions | sys.sys_organization_units | sys.sys_learning_paths | sys.sys_learning_gaps | sys.sys_tenancies | sys.sys_blueprint_variants | sys.sys_blueprint_activations | sys.sys_compensation_recommendations,"sys_blueprint_activations(RTL)=0, so the tenant-scoped 'blueprints' counter would read 0 for a TENANT_ADMIN view, but the rest is fully live. PLATFORM-scope tenants/blueprints counters use full-table counts (2 / 1).","Page (apps/web/src/app/(authenticated)/dashboard/page.tsx) has zero hard-coded initialData/placeholderData/mocks — every value comes from useQuery -> apiFetch('/v1/dashboard/widgets'). Repository (apps/api/src/modules/dashboard/repository.ts) runs only real parameterised SQL over sys.* tables; trends are derived from real created_at/detected_at timestamps. psql verified: platform-scope users=162, active positions=162, OUs=26, learning_paths=4667, learning_gaps=270; RTL-scope users=158, HIGH/CRITICAL learning_gaps=123 (so upcomingLearningDeadlines IS populated), PROPOSED compensation_recommendations=33. Note: the canonical admin persona admin@heuresys.com is PLATFORM_ADMIN -> service.ts highestScope() returns PLATFORM (tenantId=null) -> counters are full-table, not RTL-scoped as the auditor implied, but every counter/trend/deadline/activity is still real and non-empty. Auditor's RTL counts were slightly stale (learning_paths 3219 vs actual 4667) but the LIVE substance holds."
Admin & System & Tenants,admin/roles,LIVE,LIVE,CONFIRMED,GET /v1/auth/role-permissions,sys.sys_auth_role_permissions | sys.sys_auth_roles | sys.sys_auth_permissions,"None. Global reference data, fully populated.","Page builds the role x permission matrix purely from rp.data.items (no static matrix). Repository listRolePermissions (auth/repository.ts:619-626) is a real 3-table JOIN sys_auth_role_permissions rp JOIN sys_auth_roles r JOIN sys_auth_permissions p. psql verified: 681 mappings, 12 roles, 154 permissions, 12 distinct roles carry mappings. Global reference data, fully populated -> real grid renders."
Admin & System & Tenants,admin/mfa-policy,LIVE,LIVE,CONFIRMED,GET /v1/mfa-policy/ | GET /v1/tenants?limit=200 | PUT /v1/mfa-policy/{tenantId},sys.sys_auth_mfa_policies | sys.sys_tenancies,"roleCodes is NULL for both policies (= ALL roles, the server-default contract, not a data hole). enabledCount badge shows 2/2.","Rows derived from live useQuery('/v1/tenants?limit=200') + policy status from live useQuery('/v1/mfa-policy/'). The ROLE_CODES const array is the set of selectable role-filter buttons (UI input options, not displayed data — legitimate, matches RD-08 TS-side discriminators). Repository reads FROM sys.sys_auth_mfa_policies. psql verified: 2 policy rows, both auth_mfa_policy_enabled=t, auth_mfa_policy_role_codes NULL (=ALL roles, the server-default contract, not a hole). enabledCount badge = 2/2. Live."
Admin & System & Tenants,system-health,PARTIAL,PARTIAL,CONFIRMED,GET /v1/observability/system-health | GET /v1/auth/role-permissions,sys.sys_tenancies | sys.sys_users | sys.sys_auth_login_events | sys.sys_auth_refresh_tokens | audit.user_self_service_actions | sys.sys_auth_role_permissions | pg_catalog/information_schema (census),"Audit-feed panel is empty (audit.user_self_service_actions=0). Endpoint-error sparklines are intentionally [] (no per-route time-series endpoint). All KPI strips, tenant fleet, RBAC matrix and request metrics are live; only the audit feed shows empty-state.","SystemHealthLive.tsx reads everything from useSystemHealth() + useRolePermissions(); no fabricated values. KPI strip, tenant fleet, auth integrity and RBAC matrix are DB-backed and live: psql sys_auth_login_events=75847 (login_24h=3873), sys_auth_refresh_tokens=47594, RBAC=681 mappings. TWO non-DB caveats confirm PARTIAL: (1) requestMetrics come from an in-process ring buffer (metrics-store.ts, fed by app.ts onResponse hook) — real telemetry but volatile, empty right after a deploy, and recentErrors sparklines are intentionally []; (2) the audit feed reads audit.user_self_service_actions which psql shows = 0 rows -> renders the real 'No recent self-service audit events' empty-state. PARTIAL is accurate."
Admin & System & Tenants,tenants,LIVE,LIVE,CONFIRMED,GET /v1/tenants?limit=200,sys.sys_tenancies,HEURESYS tenant_industry_code is NULL (one cell empty -> renders dash); all other displayed columns non-NULL. total=2.,"Page reads only useQuery('/v1/tenants?limit=200'). Repository: SELECT ... FROM sys.sys_tenancies. psql verified both rows populated: HEURESYS (Heuresys System, IT, S, status ACTIVE; industry NULL -> renders a dash) and RTL_BANK (RTL Bank, IT, M, FIN_BANKING, ACTIVE). All displayed columns (name/code/country/size/status) non-NULL for both. total=2. Live."
Admin & System & Tenants,tenants/[tenantId],PARTIAL,PARTIAL,CONFIRMED,GET /v1/tenants/{tenantId} | GET /v1/enterprise-typing-profiles?tenantId={id}&limit=10,sys.sys_tenancies | sys.sys_enterprise_typing_profiles,Data-shape gap: the typing-tab list renders <StatusBadge value={p.status}> but sys_enterprise_typing_profiles has NO status column (psql information_schema returns 0 status columns; shared schema has no status field) -> the StatusBadge is fed an undefined value on a row that otherwise renders its profile id. The page wires a field the source neither stores nor returns.,"Overview tab is fully live from /v1/tenants/{id} (RTL_BANK fields all populated). Typing tab queries /v1/enterprise-typing-profiles?tenantId=... which IS live: psql shows RTL has 1 real, rich row (regulatory_intensity=HIGH, employee_count=158, country=IT). The auditor's data-shape gap is CONFIRMED and I traced the exact runtime effect: the page's EnterpriseProfile interface invents fields (status, blueprintFamilyId, blueprintVariantId, activityClassificationId, enterpriseSizeBandId, decidedAt) that exist neither in the table nor in the canonical schema (packages/shared/.../enterprise-typing-profiles.ts EnterpriseTypingProfileSchema has NO status field; real cols are enterprise_typing_*). At page.tsx:178 <StatusBadge value={p.status}> receives undefined -> the exported StatusBadge (@heuresys/ui StatusBadge2) hits `if (!value) return '—'`, so it renders an em-dash placeholder (NOT a crash, NOT fabricated data). Net: a real typing row renders only its id + a '—' status; the rich live fields (regulatory/employees/country) are ignored. Live-but-degraded = PARTIAL, exactly as the auditor called it."
Admin & System & Tenants,tenants/[tenantId]/enterprise-typing,LIVE,LIVE,CONFIRMED,POST /v1/enterprise-typing-profiles | GET /v1/blueprint-families?limit=200 | GET /v1/blueprint-variants?limit=200 | GET /v1/operating-models?limit=200 | GET /v1/enterprise-size-bands?limit=200,sys.sys_enterprise_typing_profiles | sys.sys_blueprint_families | sys.sys_blueprint_variants | sys.sys_operating_model_catalog | sys.sys_enterprise_size_bands,"blueprint_families=1 / variants=1 means the family+variant pickers each offer a single choice (thin catalog), but they are real options, not empty. Operating-models (6) and size-bands (4) are well-populated.","Creation wizard; 4 <select> dropdowns each fed by a live useQuery. Adversarially verified the response field names the page reads against the canonical shared schemas — ALL match: families read blueprintFamilyId/name (schema has blueprintFamilyId,code,name), variants read familyId/blueprintVariantId/name (schema matches), models read operatingModelId/name (matches), bands read enterpriseSizeBandId/name (matches). psql catalog counts: blueprint_families=1, blueprint_variants=1, operating_model_catalog=6, enterprise_size_bands=4 -> every dropdown has real selectable options (thin family/variant, well-populated models/bands). POST goes to the real /v1/enterprise-typing-profiles. The local EnterpriseProfile mismatch here is only the mutation RETURN type, which is never read (page only shows a success message) -> inert. Live."
Admin & System & Tenants,seed-acquisition/runs,EMPTY,EMPTY,CONFIRMED,GET /v1/seed-acquisition-runs?limit=200,sys.sys_seed_acquisition_runs,"Source table sys_seed_acquisition_runs is completely empty (0 rows, any tenant). The page can only show its empty-state -> no real seed-acquisition-run data exists to display.","Page reads /v1/seed-acquisition-runs; repository selects FROM sys.sys_seed_acquisition_runs. psql: that table = 0 rows. Checked for an alternative populated source the auditor might have missed: ALL five seed-acquisition-family tables are empty (sys_seed_acquisition_runs=0, sys_seed_approval_decisions=0, sys_seed_candidate_records=0, sys_seed_source_evidence=0, sys_seed_validation_results=0). The conceptually-adjacent brownfield.import_runs (902 rows) is a DIFFERENT pipeline/endpoint/page, not what this endpoint reads. No UPGRADE warranted — the whole seed-acquisition subsystem has never run; the page can only show its empty-state. EMPTY confirmed."
Admin & System & Tenants,brownfield-adaptation,LIVE,PARTIAL,DOWNGRADED,GET /v1/brownfield-source-exports?limit=200 | GET /v1/brownfield-table-mappings?limit=200 | GET /v1/brownfield-import-runs?limit=200,brownfield.source_exports | brownfield.table_mappings | brownfield.import_runs,"None data-wise. Note these are platform-pipeline tables in the brownfield schema, intentionally not tenant-scoped.","Auditor's 'LIVE / None data-wise' is too generous. The three brownfield.* tables ARE populated (psql: source_exports=4 all INGESTED, table_mappings=97 all APPROVED, import_runs=902 COMPLETED=898/FAILED=3/CANCELLED=1), but TWO of the three tabs are mis-wired to non-existent API response fields and one of them CRASHES: (1) INVENTORY tab — page interface reads e.sourceSystem/e.capturedAt/e.rowCount, but the real response (brownfield-source-exports/repository.ts toExp + shared BrownfieldSourceExportSchema) returns {sourceExportId,name,fileHash,retrievedAt,sizeBytes,status,metadata} with NO sourceSystem/capturedAt/rowCount. page.tsx:42 does {e.capturedAt.slice(0,19)} with NO optional chaining -> undefined.slice() throws a runtime TypeError -> the inventory tab fails to render; the 4 real INGESTED exports (db-export-2026-05-15, ESCO, ATECO_2025, ESCO_SKILL_HIERARCHY) are NOT displayed. (2) MAPPING tab — reads m.sourceTable (real field is sourceTableId -> empty cell) and m.status (real field is approvalStatus -> StatusBadge renders '—'); only targetTable column populates. Degraded, no crash. (3) RUNS tab — verified all read fields match the real response (importRunId/wave/classificationScope/status/startedAt all exist in repo+schema+table) -> this tab is fully live (902 rows, real status badges). Net: 1 crashing tab + 1 degraded tab + 1 fully-live tab over populated tables = PARTIAL, not LIVE."
ESS core & Team,me,LIVE,LIVE,CONFIRMED,GET /v1/me/profile | GET /v1/me/positions | GET /v1/me/learning | GET /v1/me/gaps,sys.sys_users | sys.sys_user_profiles | sys.sys_user_position_assignments | sys.sys_positions | sys.sys_user_learning_assignments | sys.sys_learning_gaps,"sys_user_profiles.user_profile_bio is ~100% NULL (1 of 156 RTL rows), but bio is NOT rendered on the /me landing page (only displayName/email/roles/primary-position/learning-count/gaps-count are shown). No data gap affecting this page; bio NULL-ness would only surface on /me/profile (out of scope here).","Adversarial checks all fail to break the LIVE verdict. (1) No fake data in code: apps/web/.../me/page.tsx uses 4 useQuery+apiFetch('/v1/me/profile|positions|learning|gaps') with NO initialData/placeholderData/mock (grep returned NONE); the `?? 0` / `?? '…'` are loading-state fallbacks, not fabricated data. (2) apps/web/src/lib/api/fetch.ts is a pure HTTP wrapper that THROWS on error (ApiError/NetworkError) — it never substitutes mock data; no Next.js route.ts exists anywhere under apps/web/src/app, so /api/* is a transparent proxy to the real Fastify API. (3) Repository queries are user_id-scoped raw SQL: loadProfile (me/repository.ts L76) reads sys.sys_users+sys.sys_user_profiles; listMyPositions (L151) JOINs sys.sys_positions; listMyLearning (L492) reads sys.sys_user_learning_assignments; listMyGaps (L528) reads sys.sys_learning_gaps. (4) Re-ran the EXACT endpoint queries: paolo.caputo has 1 PRIMARY position (POS-00000378 'Operations Director', ACTIVE), learning=10, gaps=2 — EXACTLY matching the auditor. Every persona has live non-zero data (learning: antonio 13 / federica 8 / paolo 10 / tommaso 11; gaps: 2/3/2/1). Tenant-wide population confirmed live: sys_user_learning_assignments=1990, sys_learning_gaps=270, sys_positions=162, sys_users=162. The rendered fields (greeting/email/roles, primary position title+code, learning total, gaps total) are all backed by populated rows."
